text_a	text_b	label
剩饭剩菜会致癌？这4种剩菜千万不能留！赶紧告诉爸妈……	吃剩饭剩菜有毒致癌？营养师：不要再无知了！用数据告诉你真相！	disagreed
对话旅行の青蛙：火爆背后隐藏是测试使用者的生育意愿？	旅行青蛙竟是一款生育意愿测试器？	agreed
保真“古钱币”交易中深受藏家喜爱，2017古钱币近期行情公布	2017古钱币最近市场价格以及最近行情分析	agreed
只因18万彩礼要去母女生命！	母女因彩礼跳楼？都是谣言！	unrelated
微信不上传个人真实头像会被锁群？桂林网警回应	网警辟谣 网传南京苏宁球迷上吊自杀？谣言	unrelated
小苏打加它洗头，再凶的白发，3分钟转黑，一生不染发！	茶叶加它洗头，不管多凶的白发，一分钟黑如煤炭，一世不染！	unrelated
上海移动手机用户13日起未实名将被停机？实际情况是……	景甜方辟谣！表示登记结婚信息不属实，因拍戏没时间婚期未确定！	unrelated
博白至水鸣路段出现老虎？真相在这里！	网传“老虎吃人视频是病毒”为谣言 请理性对待！	unrelated
俄第五代战机被命名为苏-57 将于明年开始列装	军事：俄第五代战机正式获名苏-57	agreed
现在的100万，10年后相当于多少钱？	现在的100万元，10年后值多少钱？	agreed
能不能长寿看身体这几个指数，7大尺寸决定寿命长短的	人体七大尺寸决定寿命长短	agreed
早上喝一勺，30天净化血管，堵塞地方全部通了，整个人神清气爽	早上喝一勺，30天净化血管，堵塞地方全通了！	agreed
如果早期想躲过糖尿病肾病的症状，这几样饮食绝对不能吃	糖尿病患者不能吃水果？医生说：这个时间段吃了根本不影响血糖！	unrelated
微信和支付宝这两个功能赶紧关闭，不然银行卡搬空！	支付宝要关闭刷银行卡的功能？从来没有的事！谣言啊。。	unrelated
农民注意了，农村这些人的户口会被注销，土地也会被收回！	辟谣：出国定居人员无需注销户口！绿卡、永住都安全	unrelated
竹子是树还是草？你见过竹子开花吗？	农村流传“竹子开花，就要搬家”，背后的秘密是这样！	unrelated
潭下三名未成年人在公平乡被绑架	还在认为吃腰子补肾吗？看看吧，再吃就真的废了	unrelated
疑似魅族Flyme7系统曝光：2月24日发布	2月24号，你们的Flyme7就要来了！	agreed
博白至水鸣路段出现老虎？真相在这里！	网警辟谣：关于“汪清近期发现多个拐卖小孩案件”系谣言	unrelated
白头发多？洗头加点它，4天白发变黑发，不用在染发啦	白头发不用染，生姜切碎加它这样洗头，3天白发变黑。告别染发	unrelated
最高补贴1万8！驻马店农村户口进城购房还能再享优惠政策！	沈阳契税大厅辟谣：个人购买首套、二套住房契税政策未变	unrelated
市售荔枝多为毒药水浸泡？孩子吃荔枝得手足口病？荔枝还能吃吗？	「网警辟谣」不法商贩用硫酸和乙烯浸泡荔枝？这是真的吗？	unrelated
立秋后是儿童长个的活跃期，每天给孩子吃点它，个头猛窜	立秋是儿童长高的黄金期，每天吃这些食物，让孩子个头蹿一蹿	agreed
中医祖传秘方，奶奶才用了3天了，白发真的变黑了，不用花钱染发	中医祖传秘方，奶奶才用了3天，白发真的变黑了，不用花钱染发了	agreed
世界上战斗力最强的8支军队，哪个国家最骁勇善战？	太厉害了！史上战斗力最强大的军队排行榜！	unrelated
电水壶坏了，千万不要扔，告诉大家个小秘密	电水壶坏了不要扔，告诉大家一个小秘密！	agreed
茄子和蘑菇一起吃会中毒？有的人已经“中毒”没救了	「辟谣」微信群中传播的所谓“九不准”是谣言！	unrelated
大衣哥朱之文突然发文宣布退出娱乐圈？	朱之文妻子要求大衣哥退出娱乐圈 看看他的儿女现在都成啥样了	unrelated
徐峥新作《印囧》来袭，王宝强、黄渤回归，网友：这次终于没有他	《印囧》即将到来，看这演员阵容，又是部票房口碑双手的电影吗？	unrelated
满头白发别去买染发剂，淘米水加个它，白发很快就变黑了	白发变黑只用这么做，淘米水加他洗三天，强根固发，白发变黑了！	agreed
喝白开水的好处多多，但是白喝水这样喝却能喝出癌症！	每天喝白开水不能乱喝，当心喝出癌症！快告诉你的家人们	agreed
网络热传“清明甘蔗比毒蛇还毒”，到底怎么回事？	“清明蔗毒过蛇！”清明将至，这种红心甘蔗千万别吃……	agreed
娃娃菜蘸了甲醛防腐，会致癌 还能不能好好吃菜了！	柠檬酸泡莲藕会致癌？谣言！	unrelated
女宝宝四岁还不会说话，从幼儿园回来走路怪异，妈妈检查后大哭	宝宝四岁上幼儿园最好？你从哪里听来的谣言！	unrelated
不会再有农民工了，好消息！农村人的身价将倍增！	不会再有农民工了！农村人的身价将倍增	agreed
盘点世界十大不明生物，神秘不明怪物突袭人类	实拍5大神秘不明生物，日本海啸拍到怪物！	agreed
喝茶减肥的八大禁忌	喝茶真的能刮油吗？哪些茶可以减肥	unrelated
男朋友好心给李沁送鸡汤，说怀孕要补身体，不料里面下了堕胎药！	心机婊怀孕被抛弃，找豪门千金李沁帮助，决定要报复	unrelated
白发变黑发小妙招	白发变黑发妙招揭秘！和你分享科学方法！	agreed
严惩！30多人被查实，五人被拘，网络造谣传谣者戒！	“宜章县五人感染SK5病毒死亡”谣言者被执行行政拘留三日处罚	unrelated
刚传出刘亦菲怀孕，宋承宪就宣布分手，还说出这话，真是渣透了！	韩国综艺节目曝刘亦菲已怀孕？有望与宋承宪年内结婚？	unrelated
权威辟谣！疯传的“太原限购”是假的！请勿传谣！	增城从化要限贷？传言不实 调查：四成网友暂放弃买房	unrelated
17天治疗高血压！高血压最怕它，喝水加它清血脂，治愈高血压	独家揭秘 古钱币 光绪元宝 奉天省造 银元铜币	unrelated
微信悄悄出新功能！网友：千万不能让女友知道！	微信悄悄出新功能！网友：千万不能让女友老婆知道！	agreed
揭秘“市面上八成玫瑰干花被硫磺熏过”	“你喝的不是茶，而是毒药”？请让谣言终止于你的朋友圈！	unrelated
不知道怎么出手古钱币可以阅读收藏一下这篇文章！	出手古钱币，专家鉴定！	unrelated
脚痒难耐、臭气熏天？八个偏方，告别脚气，再也不怕炎热夏天	熊乃瑾首度回应与王宝强恋情 婚纱照原来是这样拍的	unrelated
刘恺威老婆杨幂同班同学袁姗姗首次上节目回应整容像杨幂内幕	整容、曝艳照、抱王凯大腿！刘恺威怎么出轨了这么一个女人？	unrelated
灭蚊别在用蚊香，只要3颗大蒜，一只蚊子都不敢进你家门！	大蒜灭蚊比蚊香还管用，不用买蚊香，整个夏天一只蚊子都没有	agreed
“没有金主”的辛芷蕾，还能火吗？	辛芷蕾霸气辟谣没抢景甜“金主”，却秒删发文，到底怎么回事？	unrelated
日本气象厅：福岛1122地震系日本311大地震余震	河北永清余震：如何有效辨别谣言？	unrelated
暴雨后自来水会浊两三天	李亚鹏于许晴公布恋情了，王菲第一时间祝福，网友：一切重归于好	unrelated
终于找到洗葡萄最干净的方法，残留农药去光光，还能消菌！	葡萄用水冲，相当于没洗，教你一招，残留农药全洗掉，干净又卫生	agreed
网传王者荣耀团队年终奖100个月工资 腾讯游戏回应：太离谱	腾讯即将开始封群？官方回应：此消息为子虚乌有	unrelated
男子闯入巨人国，被当成小白鼠做实验，一开口讲话巨人都蒙圈了	两外国男子酒吧欺负姑娘，小伙把刀一亮出来，就把两男子吓跑	unrelated
卡帅痴心不改！意媒：广州恒大欲签卡利尼奇	卡利尼奇去马竞体检？迪马辟谣	unrelated
多次被传怀孕女星盘点，王菲范冰冰谢娜等中招	谢娜微博晒新年照没吴昕疑不合 工作室辟谣	unrelated
孕期有这些特征，生男孩的几率实在太大了	孕妇生男孩的8个身体特征	agreed
2017生男生女最新清宫图计算法，据说很准！	2018清宫表生男生女如何计算，清宫表是根据什么算？	agreed
人类为什么没有再次登月？是被月球上的外星人“吓”到了吗？	外星人现身月球？有“坦克”为证，传说难道是真的？	unrelated
李易峰秘密相爱八年，公开恋情的女友居然是她？	李易峰自发深情微博要公开恋情？	agreed
用它煮水喝，无论什么咳嗽，一天断根！速存~	不管咳多久，把它煮一煮，娃娃喝了，咳嗽马上断根！速转！	agreed
手机来电不想接，又不好意思挂断？教你一招，手机可以变空号	手机来电不想接，只要打开手机这个功能，让你的手机立马变空号	agreed
揭秘洪秀全后裔真实去向，逃至日本随军侵略，还主动认祖归宗！	西瓜甜不甜，看这个地方就知道了，其实西瓜也是分公母的！	unrelated
挖掘关羽墓曝光，沉睡两千年的青龙偃月刀终于出土了	4S店实拍，起亚这款上市车型，丐版售价不到5万	unrelated
2018新条例实施，这8种情况下，业主可以拒缴物业费！	新规出台，这8种情况可拒缴物业费	agreed
“电子警察”的工作原理,“闯红灯”原来是这样被拍的!	熟悉电子警察拍照原理,新手驾车 前轮过线千万别再退回	unrelated
公务员级别工资等级标准出炉，看看你的级别工资是多少？	「关注」最新公务员工资等级标准表来了！	agreed
丈夫前妻回国还住进了自己家里？蒋欣这后妈不好当啊！	后妈蒋欣与女儿强势斗嘴火力全开，三寸不烂之舌气哭对方！高清	unrelated
别浪费钱去洗牙了！给你支招几个土方法，美白牙齿更去除口臭	洗牙加美白牙齿加牙套大概要多少钱？	unrelated
张庭孕肚明显将迎来第三胎，林瑞阳满头白发尽显沧桑	47岁张庭机场近照遭曝光，肚子圆的像球，网友：厉害了林瑞阳	agreed
女生没必要节食减肥，穿这几款呢子大衣修身显瘦，穿上就瘦10斤	女生减肥多用这些实用的小工具，尤其是第二个，会让你轻松变瘦	unrelated
研究古代木乃伊显示癌症是人为的现代疾病	令人不安:研究人员终于证实,癌症纯粹是一种人为疾病	unrelated
神奇！喝水放了它，排出体内10年毒，年轻10岁不是梦！	红豆加一物，暴瘦20斤！排出10年毒！	unrelated
2018年秸秆补贴，每项补助1万元到1000万元！	洗脸水中加“一个宝贝”，肌肤越洗越白，7天之后白过卫生纸	unrelated
三十年后的城市将不适合居住赶紧搬迁到农村吧 经典语录	三十年后的城市将不适合居住，赶紧搬迁到农村吧9	agreed
UFO最真实的视频现场！外星人真的存在吗？	明星都是如何快速减肥的，这样减肥真的健康吗？	unrelated
网传视频徐州一孤儿被亲身大伯栓在门上，遭虐待	指甲没月牙=不健康?为什么大拇指都有月牙?	unrelated
昨晚，武僧一龙遭美国特战队长重拳KO！师傅场边看的瞠目结舌！	武僧一龙挑战美国选手被下黑手后 怒用金钟罩霸气KO对手	unrelated
7月1日交强险和车船税都要改？	7月1日起一大波新规来袭 车船税涨幅过半	unrelated
「健康」吃辣椒还能降低死亡风险？这几类人再馋也要克制！	大蒜和它一起吃，一辈子不得血栓，癌症、胃病躲着你走，健康到老	unrelated
真的有些食物孕妇一吃就流产吗？	辟谣：孕妇见红就要生？全面解说“见红”和“出血”的区别！	unrelated
火箭夺冠稳了！三巨头均愿意选择降薪加盟，卡佩拉还敢叫要1亿？	林心如宣布退出娱乐圈，苏有朋劝阻 一个动作表示对林心如的疼惜	unrelated
坏消息：继ofo被爆料大范围贪腐之后，摩拜也被爆巨额贪腐	惊爆摩拜三大核心高管一年贪掉数亿 投资人傻眼	agreed
"巴中网民在微信群造谣“""一号桥19岁女子被杀，抛尸河里”"	常见的这种东西，用它煮水洗头，头发渐渐变黑，比用染发剂还管用	unrelated
分享妙招排出体内10年毒、漂亮又健康，聆听美妙歌声心旷神怡！	三天排出体内10年毒素	unrelated
“飞机就要起飞，一个男人在机舱口跪下！”	“飞机就要起飞，一个男人在机舱口跪下！”这是今天最催泪的一幕	agreed
维生素E祛斑美白妙用，皮肤白净光滑就靠它了	巧用白梅花美白祛斑 好容颜就是靠它了	unrelated
